,cve_id,publish_date,cvss_score,access_level,complexity,product_type,vendor,product,references,num_exploits,exploits,has_patch,dirty,gentoo_opensuse_rustsec,oracle,apple,ibm,ubuntu,debian,android,android_pixel,bugzilla_redhat,microsoft,adobe,cisco,zerodayinitiative,fedoraproject,earliest_patch
9146,CVE-2020-12662,2020-05-19,5.0,Remote,Low,OS,Canonical,Ubuntu Linux,"['https://security.FreeBSD.org/advisories/FreeBSD-SA-20:19.unbound.asc'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00067.html'
 'https://security.netapp.com/advisory/ntap-20200702-0006/'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00069.html'
 'https://usn.ubuntu.com/4374-1/'
 'https://nlnetlabs.nl/downloads/unbound/CVE-2020-12662_2020-12663.txt'
 'http://www.nxnsattack.com'
 'http://www.openwall.com/lists/oss-security/2020/05/19/5'
 'https://www.debian.org/security/2020/dsa-4694'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/YJ42N2HBZ3DXMSEC56SWIIOFQGOS5M7I/'
 'https://www.synology.com/security/advisory/Synology_SA_20_12'
 'https://lists.debian.org/debian-lts-announce/2021/02/msg00017.html'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/F5NFROI2OMCZLYRTCNGHGO3TUD32LCIQ/']",0,[],1,1,2020-06-29,,,,2020-05-27,2020-05-26,,,,,,,,,2020-05-26
9147,CVE-2020-12663,2020-05-19,5.0,Remote,Low,OS,Canonical,Ubuntu Linux,"['https://nlnetlabs.nl/downloads/unbound/CVE-2020-12662_2020-12663.txt'
 'http://www.openwall.com/lists/oss-security/2020/05/19/5'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/F5NFROI2OMCZLYRTCNGHGO3TUD32LCIQ/'
 'https://www.debian.org/security/2020/dsa-4694'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/YJ42N2HBZ3DXMSEC56SWIIOFQGOS5M7I/'
 'https://usn.ubuntu.com/4374-1/'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00069.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00067.html'
 'https://security.FreeBSD.org/advisories/FreeBSD-SA-20:19.unbound.asc'
 'https://lists.debian.org/debian-lts-announce/2021/02/msg00017.html']",0,[],1,1,2020-06-29,,,,2020-05-27,2020-05-26,,,,,,,,,2020-05-26
9148,CVE-2020-12666,2020-05-05,5.8,Remote,Medium,Application,Go-macaron,Macaron,"['https://github.com/go-macaron/macaron/issues/198'
 'https://github.com/go-macaron/macaron/releases/tag/v1.3.7'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/3QEUOHRC4EN4WZ66EVFML2UCV7ZQ63XZ/']",0,[],0,1,,,,,,,,,,,,,,,
9149,CVE-2020-12667,2020-05-19,5.0,Remote,Low,Application,NIC,Knot Resolver,"['https://en.blog.nic.cz/2020/05/19/nxnsattack-upgrade-resolvers-to-stop-new-kind-of-random-subdomain-attack/'
 'https://www.knot-resolver.cz/2020-05-19-knot-resolver-5.1.1.html'
 'http://www.openwall.com/lists/oss-security/2020/05/19/2'
 'http://cyber-security-group.cs.tau.ac.il/#'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/76Y4FITMOH6RVPWAANGV7NB2ZHPJJGDQ/']",0,[],0,1,,,,,,,,,,,,,,,
9150,CVE-2020-12669,2020-05-06,6.5,Remote,Low,Application,Dolibarr,Dolibarr,"['https://sourceforge.net/projects/dolibarr/files/Dolibarr%20ERP-CRM/11.0.4/'
 'https://github.com/Dolibarr/dolibarr/commit/c1b530f58f6f01081ddbeaa2092ef308c3ec2727']",0,[],0,0,,,,,,,,,,,,,,,
9151,CVE-2020-12670,2020-10-12,4.3,Remote,Medium,Application,Webmin,Webmin,['https://www.webmin.com/security.html'],0,[],0,0,,,,,,,,,,,,,,,
9152,CVE-2020-12672,2020-05-06,5.0,Remote,Low,Application,Graphicsmagick,Graphicsmagick,"['https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=19025'
 'https://lists.debian.org/debian-lts-announce/2020/06/msg00004.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00008.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00012.html']",0,[],1,1,2020-06-08,,,,,,,,,,,,,,2020-06-08
9153,CVE-2020-12673,2020-08-12,5.0,Remote,Low,OS,Canonical,Ubuntu Linux,"['https://dovecot.org/security'
 'https://www.openwall.com/lists/oss-security/2020/08/12/2'
 'https://www.debian.org/security/2020/dsa-4745'
 'https://lists.debian.org/debian-lts-announce/2020/08/msg00024.html'
 'https://usn.ubuntu.com/4456-1/' 'https://usn.ubuntu.com/4456-2/'
 'http://lists.opensuse.org/opensuse-security-announce/2020-08/msg00048.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-08/msg00059.html'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/4AAX2MJEULPVSRZOBX3PNPFSYP4FM4TT/'
 'https://security.gentoo.org/glsa/202009-02'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/XKKAL3OMG76ZZ7CIEMQP2K6KCTD2RAKE/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/EYZU6CHA3VMYYAUCMHSCCQKJEVEIKPQ2/']",0,[],1,1,2020-08-21,,,,2020-08-17,2020-08-12,,,,,,,,,2020-08-12
9154,CVE-2020-12674,2020-08-12,5.0,Remote,Low,OS,Debian,Debian Linux,"['https://dovecot.org/security'
 'https://www.openwall.com/lists/oss-security/2020/08/12/3'
 'https://www.debian.org/security/2020/dsa-4745'
 'https://lists.debian.org/debian-lts-announce/2020/08/msg00024.html'
 'https://usn.ubuntu.com/4456-1/' 'https://usn.ubuntu.com/4456-2/'
 'http://lists.opensuse.org/opensuse-security-announce/2020-08/msg00048.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-08/msg00059.html'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/4AAX2MJEULPVSRZOBX3PNPFSYP4FM4TT/'
 'https://security.gentoo.org/glsa/202009-02'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/XKKAL3OMG76ZZ7CIEMQP2K6KCTD2RAKE/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/EYZU6CHA3VMYYAUCMHSCCQKJEVEIKPQ2/']",0,[],1,1,2020-08-21,,,,2020-08-17,2020-08-12,,,,,,,,,2020-08-12
9155,CVE-2020-12675,2020-05-29,6.5,Remote,Low,Application,Mappresspro,Mappress,"['https://wordpress.org/plugins/mappress-google-maps-for-wordpress/#developers'
 'https://blog.alertlogic.com/alert-logic-threat-research-team-identifies-new-vulnerability-cve-2020-12675-in-mappress-plugin-for-wordpress/']",0,[],0,0,,,,,,,,,,,,,,,
9156,CVE-2020-12676,2020-10-02,6.4,Remote,Low,Application,Fusionauth,Samlv2,"['http://seclists.org/fulldisclosure/2020/Oct/1'
 'https://compass-security.com/fileadmin/Research/Advisories/2020-06_CSNC-2020-002_FusionAuth_Signature_Exclusion_Attack.txt'
 'https://www.nds.ruhr-uni-bochum.de/media/nds/veroeffentlichungen/2012/08/22/BreakingSAML_3.pdf'
 'https://github.com/SAMLRaider/SAMLRaider'
 'http://packetstormsecurity.com/files/159454/FusionAuth-SAMLv2-0.2.3-Message-Forging.html']",0,[],0,0,,,,,,,,,,,,,,,
9157,CVE-2020-12677,2020-05-14,4.3,Remote,Medium,Application,Progress,Moveit Automation,"['https://docs.ipswitch.com/MOVEit/Automation2019_1/ReleaseNotes/en/index.htm#33958.htm'
 'https://community.progress.com/s/article/MOVEit-Automation-Cross-Site-Scripting-Vulnerability-XSS-May-2020'
 'https://docs.ipswitch.com/MOVEit/Automation2018/ReleaseNotes/en/index.htm#33958.htm'
 'https://docs.ipswitch.com/MOVEit/Automation2018SP2/ReleaseNotes/en/index.htm#33958.htm'
 'https://docs.ipswitch.com/MOVEit/Automation2019_2/ReleaseNotes/en/index.htm#33958.htm'
 'https://docs.ipswitch.com/MOVEit/Automation2018SP1/ReleaseNotes/en/index.htm#33958.htm'
 'https://docs.ipswitch.com/MOVEit/Automation2019/ReleaseNotes/en/index.htm#33958.htm']",0,[],0,0,,,,,,,,,,,,,,,
9158,CVE-2020-12679,2020-05-07,4.3,Remote,Medium,Application,Mitel,Mivoice Connect,['https://gist.github.com/kampji/5ade2d15817650a725aa89fa2e6e4752'],0,[],0,0,,,,,,,,,,,,,,,
9159,CVE-2020-12680,2020-05-08,2.1,Local,Low,Application,Avira,Free Antivirus,"['https://medium.com/@knikolenko/avira-free-antivirus-password-collector-83452fa7f943'
 'https://twitter.com/taviso/status/1258448515912491026']",0,[],0,0,,,,,,,,,,,,,,,
9160,CVE-2020-12683,2020-05-07,3.5,Remote,Medium,Application,Katyshop2 Project,Katyshop2,"['https://www.wizlynxgroup.com/security-research-advisories/vuln/WLX-2020-001'
 'https://sourceforge.net/p/katyshop2/code/ci/8c6fb8d8df410e34b704e567805308d820ca5eae/']",0,[],0,0,,,,,,,,,,,,,,,
9161,CVE-2020-12684,2020-07-15,7.5,Remote,Low,Application,Inetsoftware,I-net Clear Reports,"['https://www.inetsoftware.de/documentation/clear-reports/release-notes/releases'
 'https://www.inetsoftware.de/documentation/clear-reports/release-notes/releases/changes_20.4']",0,[],0,0,,,,,,,,,,,,,,,
9162,CVE-2020-12685,2020-05-15,4.3,Remote,Medium,Application,Redhat,Interchange,"['https://www.interchangecommerce.org/i/dev/news?mv_arg=00064'
 'https://www.interchangecommerce.org']",0,[],0,0,,,,,,,,,,,,,,,
9163,CVE-2020-12687,2020-05-07,4.0,Remote,Low,Application,Serpico Project,Serpico,"['https://github.com/SerpicoProject/Serpico/releases/tag/1.3.3'
 'https://github.com/SerpicoProject/Serpico/commit/0b8600414976a5ad733604c7b1428071baf239c2']",0,[],0,0,,,,,,,,,,,,,,,
9164,CVE-2020-12689,2020-05-07,6.5,Remote,Low,Application,Openstack,Keystone,"['https://www.openwall.com/lists/oss-security/2020/05/06/5'
 'https://bugs.launchpad.net/keystone/+bug/1872735'
 'http://www.openwall.com/lists/oss-security/2020/05/07/2'
 'https://security.openstack.org/ossa/OSSA-2020-004.html'
 'https://lists.apache.org/thread.html/[email\xa0protected]%3Ccommits.druid.apache.org%3E'
 'https://usn.ubuntu.com/4480-1/']",0,[],1,1,,,,,2020-09-01,,,,,,,,,,2020-09-01
9165,CVE-2020-12690,2020-05-07,6.5,Remote,Low,Application,Openstack,Keystone,"['https://bugs.launchpad.net/keystone/+bug/1873290'
 'https://lists.apache.org/thread.html/[email\xa0protected]%3Ccommits.druid.apache.org%3E'
 'https://security.openstack.org/ossa/OSSA-2020-005.html'
 'http://www.openwall.com/lists/oss-security/2020/05/07/3'
 'https://usn.ubuntu.com/4480-1/'
 'https://www.openwall.com/lists/oss-security/2020/05/06/6']",0,[],1,1,,,,,2020-09-01,,,,,,,,,,2020-09-01
9166,CVE-2020-12691,2020-05-07,6.5,Remote,Low,Application,Openstack,Keystone,"['https://usn.ubuntu.com/4480-1/'
 'http://www.openwall.com/lists/oss-security/2020/05/07/2'
 'https://security.openstack.org/ossa/OSSA-2020-004.html'
 'https://lists.apache.org/thread.html/[email\xa0protected]%3Ccommits.druid.apache.org%3E'
 'https://bugs.launchpad.net/keystone/+bug/1872733'
 'https://www.openwall.com/lists/oss-security/2020/05/06/5']",0,[],1,1,,,,,2020-09-01,,,,,,,,,,2020-09-01
9167,CVE-2020-12692,2020-05-07,5.5,Remote,Low,Application,Openstack,Keystone,"['https://usn.ubuntu.com/4480-1/'
 'https://www.openwall.com/lists/oss-security/2020/05/06/4'
 'https://bugs.launchpad.net/keystone/+bug/1872737'
 'http://www.openwall.com/lists/oss-security/2020/05/07/1'
 'https://security.openstack.org/ossa/OSSA-2020-003.html']",0,[],1,1,,,,,2020-09-01,,,,,,,,,,2020-09-01
9168,CVE-2020-12693,2020-05-21,5.1,Remote,High,OS,Debian,Debian Linux,"['https://www.schedmd.com/news.php?id=236'
 'https://lists.schedmd.com/pipermail/slurm-announce/2020/000036.html'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/T3RGQB3EWDLOLTSPAJPPWZEPQK3O3AUH/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/KNL5E5SK4WP6M3DKU4IKW2NPQD2XTZ4Y/'
 'http://lists.opensuse.org/opensuse-security-announce/2020-09/msg00035.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-09/msg00063.html'
 'https://www.debian.org/security/2021/dsa-4841']",0,[],1,1,2020-09-13,,,,,2021-01-27,,,,,,,,,2020-09-13
9169,CVE-2020-12695,2020-06-08,7.8,Remote,Medium,Hardware,Asus,Rt-n11,"['https://www.callstranger.com' 'https://www.kb.cert.org/vuls/id/339275'
 'http://www.openwall.com/lists/oss-security/2020/06/08/2'
 'https://www.tenable.com/blog/cve-2020-12695-callstranger-vulnerability-in-universal-plug-and-play-upnp-puts-billions-of'
 'https://github.com/yunuscadirci/CallStranger'
 'http://packetstormsecurity.com/files/158051/CallStranger-UPnP-Vulnerability-Checker.html'
 'https://github.com/corelight/callstranger-detector'
 'https://corelight.blog/2020/06/10/detecting-the-new-callstranger-upnp-vulnerability-with-zeek/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/MZDWHKGN3LMGSUEOAAVAMOD3IUIPJVOJ/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/RQEYVY4D7LASH6AI4WK3IK2QBFHHF3Q2/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/L3SHL4LOFGHJ3DIXSUIQELGVBDJ7V7LB/'
 'https://lists.debian.org/debian-lts-announce/2020/08/msg00011.html'
 'https://lists.debian.org/debian-lts-announce/2020/08/msg00013.html'
 'https://usn.ubuntu.com/4494-1/'
 'https://www.debian.org/security/2020/dsa-4806'
 'https://lists.debian.org/debian-lts-announce/2020/12/msg00017.html'
 'https://www.debian.org/security/2021/dsa-4898']",0,[],1,1,,,,,2020-09-15,2021-04-22,,,,,,,,,2020-09-15
9170,CVE-2020-12696,2020-05-07,4.3,Remote,Medium,Application,Iframe Project,Iframe,"['https://wordpress.org/plugins/iframe/#developers'
 'https://guilhermerubert.com/blog/cve-2020-12696/']",0,[],0,0,,,,,,,,,,,,,,,
9171,CVE-2020-12697,2020-05-13,5.0,Remote,Low,Application,DKD,Direct Mail,"['https://typo3.org/help/security-advisories'
 'https://typo3.org/security/advisory/typo3-ext-sa-2020-005']",0,[],0,0,,,,,,,,,,,,,,,
9172,CVE-2020-12698,2020-05-13,4.0,Remote,Low,Application,DKD,Direct Mail,"['https://typo3.org/help/security-advisories'
 'https://typo3.org/security/advisory/typo3-ext-sa-2020-005']",0,[],0,0,,,,,,,,,,,,,,,
9173,CVE-2020-12699,2020-05-13,5.8,Remote,Medium,Application,DKD,Direct Mail,"['https://typo3.org/help/security-advisories'
 'https://typo3.org/security/advisory/typo3-ext-sa-2020-005']",0,[],0,0,,,,,,,,,,,,,,,
9174,CVE-2020-12700,2020-05-13,4.0,Remote,Low,Application,DKD,Direct Mail,"['https://typo3.org/help/security-advisories'
 'https://typo3.org/security/advisory/typo3-ext-sa-2020-005']",0,[],0,0,,,,,,,,,,,,,,,
9175,CVE-2020-12703,2020-05-07,4.3,Remote,Medium,Application,Ulicms,Ulicms,['https://en.ulicms.de/aktuelles.html?single=xss-security-issue-in-packagecontroller-fixed'],0,[],0,0,,,,,,,,,,,,,,,
9176,CVE-2020-12704,2020-05-07,4.3,Remote,Medium,Application,Ulicms,Ulicms,['https://en.ulicms.de/aktuelles.html?single=stored-xss-security-flaw-in-pagecontroller-fixed'],0,[],0,0,,,,,,,,,,,,,,,
9177,CVE-2020-12705,2020-05-07,4.3,Remote,Medium,Application,Lepton-cms,Leptoncms,['https://lepton-cms.org/posts/important-security-update-141.php'],0,[],0,0,,,,,,,,,,,,,,,
9178,CVE-2020-12706,2020-05-07,3.5,Remote,Medium,Application,Php-fusion,Php-fusion,"['https://www.exploit-db.com/exploits/48404'
 'https://github.com/php-fusion/PHP-Fusion/commit/67273e546642d39451858a47296957807c9abd5f'
 'https://github.com/php-fusion/PHP-Fusion/issues/2306']",0,[],0,0,,,,,,,,,,,,,,,
9179,CVE-2020-12707,2020-05-07,4.3,Remote,Medium,Application,Lepton-cms,Lepton Cms,['https://gitlab.com/lepton-cms/LEPTON/-/commit/52215f708395a329c9e17ea33bfc6762d4efccbb'],0,[],0,0,,,,,,,,,,,,,,,
9180,CVE-2020-12708,2020-05-07,4.3,Remote,Medium,Application,Php-fusion,Php-fusion,['https://github.com/php-fusion/PHP-Fusion/issues/2310'],0,[],0,0,,,,,,,,,,,,,,,
9181,CVE-2020-12712,2020-06-11,5.0,Remote,Low,Application,Sos-berlin,Jobscheduler,"['https://www.sos-berlin.com/en/news'
 'http://packetstormsecurity.com/files/158112/SOS-JobScheduler-1.13.3-Stored-Password-Decryption.html'
 'https://kb.sos-berlin.com/display/PKB/Vulnerability+Release+1.13.4'
 'https://change.sos-berlin.com/browse/JOE-290']",0,[],0,0,,,,,,,,,,,,,,,
9182,CVE-2020-12713,2020-06-11,9.0,Remote,Low,Application,Ciphermail,Gateway,"['https://www.ciphermail.com/secure-webmail.html'
 'https://www.ciphermail.com/gateway.html'
 'https://www.coresecurity.com/core-labs/advisories/ciphermail-multiple-vulnerabilities'
 'https://www.ciphermail.com/news.html'
 'http://packetstormsecurity.com/files/158001/CipherMail-Community-Virtual-Appliance-4.6.2-Code-Execution.html'
 'https://www.ciphermail.com/blog/ciphermail-cve-2020-12713_2020-12714.html']",0,[],0,0,,,,,,,,,,,,,,,
9183,CVE-2020-12714,2020-06-11,4.3,Remote,Medium,Application,Ciphermail,Gateway,"['https://www.ciphermail.com/secure-webmail.html'
 'https://www.ciphermail.com/gateway.html'
 'https://packetstormsecurity.com/files/158001/CipherMail-Community-Virtual-Appliance-4.6.2-Code-Execution.html'
 'https://www.coresecurity.com/core-labs/advisories/ciphermail-multiple-vulnerabilities'
 'https://www.ciphermail.com/news.html'
 'https://www.ciphermail.com/blog/ciphermail-cve-2020-12713_2020-12714.html']",0,[],0,0,,,,,,,,,,,,,,,
9184,CVE-2020-12715,2020-09-30,6.5,Remote,Low,Application,Rainbowfishsoftware,Pacsone Server,"['https://www.pacsone.net/download.htm'
 'https://github.com/bzyo/cve-pocs/tree/master/CVE-2020-12715']",0,[],0,0,,,,,,,,,,,,,,,
9185,CVE-2020-12717,2020-05-14,3.3,Local Network,Low,Application,Alberta,Abtracetogether,['https://medium.com/@wabz/covidsafe-ios-vulnerability-cve-2020-12717-30dc003f9708'],0,[],0,0,,,,,,,,,,,,,,,
9186,CVE-2020-12718,2020-05-08,3.5,Remote,Medium,Application,Php-fusion,Php-fusion,['https://github.com/php-fusion/PHP-Fusion/issues/2309'],0,[],0,0,,,,,,,,,,,,,,,
9187,CVE-2020-12719,2020-05-08,6.5,Remote,Low,Application,Wso2,Api Manager,['https://docs.wso2.com/display/Security/Security+Advisory+WSO2-2019-0665'],0,[],0,0,,,,,,,,,,,,,,,
9188,CVE-2020-12720,2020-05-08,7.5,Remote,Low,Application,Vbulletin,Vbulletin,"['https://attackerkb.com/topics/RSDAFLik92/cve-2020-12720-vbulletin-incorrect-access-control'
 'http://packetstormsecurity.com/files/157904/vBulletin-5.6.1-SQL-Injection.html'
 'https://forum.vbulletin.com/forum/vbulletin-announcements/vbulletin-announcements_aa/4440032-vbulletin-5-6-1-security-patch-level-1'
 'http://packetstormsecurity.com/files/157716/vBulletin-5.6.1-SQL-Injection.html']",0,[],0,0,,,,,,,,,,,,,,,
9189,CVE-2020-12723,2020-06-05,5.0,Remote,Low,OS,Fedoraproject,Fedora,"['https://github.com/Perl/perl5/issues/16947'
 'https://github.com/Perl/perl5/compare/v5.30.2...v5.30.3'
 'https://www.oracle.com//security-alerts/cpujul2021.html'
 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00044.html'
 'https://www.oracle.com/security-alerts/cpujan2021.html'
 'https://www.oracle.com/security-alerts/cpuApr2021.html'
 'https://www.oracle.com/security-alerts/cpuoct2020.html'
 'https://security.gentoo.org/glsa/202006-03'
 'https://github.com/perl/perl5/commit/66bbb51b93253a3f87d11c2695cfb7bdb782184a'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/IN3TTBO5KSGWE5IRIKDJ5JSQRH7ANNXE/'
 'https://security.netapp.com/advisory/ntap-20200611-0001/'
 'https://github.com/Perl/perl5/issues/17743'
 'https://github.com/Perl/perl5/blob/blead/pod/perl5303delta.pod'
 'https://www.oracle.com/security-alerts/cpuoct2021.html']",0,[],1,1,2020-06-22,2020-10-20,,,,,,,,,,,,,2020-06-22
9190,CVE-2020-12725,2020-06-11,6.5,Remote,Low,Application,Redash,Redash,"['https://blog.redash.io'
 'https://github.com/getredash/redash/issues/4869'
 'https://github.com/getredash/redash/commits/master']",0,[],0,0,,,,,,,,,,,,,,,
9191,CVE-2020-12735,2020-05-08,7.5,Remote,Low,Application,Domainmod,Domainmod,['https://github.com/domainmod/domainmod/issues/122'],0,[],0,0,,,,,,,,,,,,,,,
9192,CVE-2020-12736,2020-07-07,6.5,Remote,Low,Application,Code42,Code42,"['https://code42.com/r/support/CVE-2020-12736'
 'https://support.code42.com/Release_Notes']",0,[],0,0,,,,,,,,,,,,,,,
9193,CVE-2020-12737,2020-05-08,4.0,Remote,Low,Application,Maxum,Rumpus,"['https://gist.github.com/escaped-com/83d89a05067c62e95992d42bbfa58933'
 'https://www.maxum.com/Rumpus/Overview.html']",0,[],0,0,,,,,,,,,,,,,,,
9194,CVE-2020-12739,2020-08-03,5.0,Remote,Low,,,,"['https://jvn.jp/en/jp/JVN84959128/index.html'
 'https://www.fanuc.co.jp/eindex.html'
 'https://jvn.jp/jp/JVN84959128/index.html'
 'http://jvn.jp/en/jp/JVN84959128/index.html']",0,[],0,0,,,,,,,,,,,,,,,
9195,CVE-2020-12740,2020-05-08,6.4,Remote,Low,Application,Appneta,Tcpreplay,"['https://github.com/appneta/tcpreplay/issues/576'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/4YAT4AGTHQKB74ETOQPJMV67TSDIAPOC/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/UOSEIQ3D2OONCJEVMGC2TYBC2QX4E5EJ/']",0,[],0,1,,,,,,,,,,,,,,,
9196,CVE-2020-12742,2020-05-13,4.3,Remote,Medium,Application,Iubenda,Iubenda-cookie-law-solution,"['https://wordpress.org/plugins/iubenda-cookie-law-solution/#developers'
 'https://github.com/iubenda/iubenda-cookie-class/commit/545e0586320ae6f16204ba548cf533ef75dc2fbd']",0,[],0,0,,,,,,,,,,,,,,,
9197,CVE-2020-12743,2020-05-11,7.5,Remote,Low,Application,Gazie Project,Gazie,['https://sourceforge.net/p/gazie/code/3823/'],0,[],0,0,,,,,,,,,,,,,,,
9198,CVE-2020-12745,2020-05-11,5.0,Remote,Low,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9199,CVE-2020-12746,2020-05-11,10.0,Remote,Low,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9200,CVE-2020-12747,2020-05-11,7.5,Remote,Low,,,,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9201,CVE-2020-12748,2020-05-11,5.0,Remote,Low,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9202,CVE-2020-12749,2020-05-11,4.6,Local,Low,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9203,CVE-2020-12750,2020-05-11,5.0,Remote,Low,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9204,CVE-2020-12751,2020-05-11,6.8,Remote,Medium,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9205,CVE-2020-12752,2020-05-11,5.0,Remote,Low,OS,Google,Android,['https://security.samsungmobile.com/securityUpdate.smsb'],0,[],0,0,,,,,,,,,,,,,,,
9206,CVE-2020-12753,2020-05-11,7.5,Remote,Low,OS,Google,Android,"['https://lgsecurity.lge.com/'
 'https://www.zdnet.com/article/new-cold-boot-attack-affects-seven-years-of-lg-android-smartphones/'
 'https://douevenknow.us/post/619763074822520832/an-el1el3-coldboot-vulnerability']",0,[],0,0,,,,,,,,,,,,,,,
9207,CVE-2020-12754,2020-05-11,6.8,Remote,Medium,OS,Google,Android,['https://lgsecurity.lge.com/'],0,[],0,0,,,,,,,,,,,,,,,
9208,CVE-2020-12755,2020-05-09,2.1,Local,Low,Application,KDE,Kio-extras,['https://commits.kde.org/kio-extras/d813cef3cecdec9af1532a40d677a203ff979145'],0,[],0,0,,,,,,,,,,,,,,,
9209,CVE-2020-12757,2020-06-10,7.5,Remote,Low,Application,Hashicorp,Vault,"['https://www.hashicorp.com/blog/category/vault/'
 'https://github.com/hashicorp/vault/blob/master/CHANGELOG.md#142-may-21st-2020']",0,[],0,0,,,,,,,,,,,,,,,
9210,CVE-2020-12758,2020-06-11,5.0,Remote,Low,Application,Hashicorp,Consul,"['https://github.com/hashicorp/consul/pull/7783'
 'https://github.com/hashicorp/consul/blob/v1.7.4/CHANGELOG.md'
 'https://github.com/hashicorp/consul/blob/v1.6.6/CHANGELOG.md']",0,[],0,0,,,,,,,,,,,,,,,
9211,CVE-2020-12759,2020-08-21,4.3,Remote,Medium,Application,Zulip,Zulip Server,['https://blog.zulip.com/2020/06/17/zulip-server-2-1-5-security-release/'],0,[],0,0,,,,,,,,,,,,,,,
9212,CVE-2020-12760,2020-05-11,6.5,Remote,Low,Application,Opennms,Opennms Horizon,"['https://www.opennms.com/en/blog/2020-04-29-opennms-meridian-2018-1-18-wildfire-released/'
 'https://www.opennms.com/en/blog/2020-04-29-opennms-meridian-2019-1-6-europa-released/'
 'https://github.com/OpenNMS/opennms/releases/tag/opennms-26.0.1-1'
 'https://issues.opennms.org/browse/NMS-12673'
 'https://www.opennms.com/en/blog/2020-04-29-opennms-horizon-26-0-1-luchador-released/']",0,[],0,0,,,,,,,,,,,,,,,
9213,CVE-2020-12761,2020-05-09,6.4,Remote,Low,Application,Enlightenment,Imlib2,['https://git.enlightenment.org/legacy/imlib2.git/commit/?id=c95f938ff1effaf91729c050a0f1c8684da4dd63'],0,[],0,0,,,,,,,,,,,,,,,
